index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
2840,ZU69163,California,F,Doctor,,94161.0,69.0,0.0,Personal Auto,Four-Door Car,108.989737
2841,EB72052,Oregon,M,College,,33345.0,102.0,0.0,Personal Auto,SUV,694.078608
2842,WA60547,California,F,College,,64195.0,158.0,4.0,Personal Auto,SUV,618.288849
2843,RV97631,Oregon,F,College,,0.0,138.0,0.0,Corporate Auto,SUV,688.828746
2844,SS20130,Oregon,F,Bachelor,,67414.0,68.0,0.0,Personal Auto,Four-Door Car,148.778455
2845,ZI72165,Arizona,M,High School or Below,,33176.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
2846,HD29166,Oregon,F,Bachelor,,0.0,139.0,0.0,Personal Auto,SUV,667.2
2847,NP30139,Oregon,M,College,,56779.0,86.0,0.0,Corporate Auto,Four-Door Car,435.388932
2848,FV54537,California,M,College,,40810.0,114.0,0.0,Personal Auto,SUV,780.378964
2849,SG62327,Nevada,M,High School or Below,,30622.0,68.0,0.0,Corporate Auto,Four-Door Car,326.4
2850,FX26050,Oregon,M,Doctor,,14119.0,67.0,0.0,Special Auto,Two-Door Car,68.019973
2851,DU50092,Oregon,F,College,,77237.0,283.0,0.0,Personal Auto,Luxury,1358.4
2852,EU48798,Nevada,F,College,,24980.0,71.0,0.0,Personal Auto,Two-Door Car,511.2
2853,WE93328,Nevada,F,High School or Below,,66676.0,97.0,0.0,Corporate Auto,Four-Door Car,558.099357
2854,KP83069,California,F,High School or Below,,0.0,69.0,1.0,Personal Auto,Four-Door Car,669.716478
2855,GO56075,Oregon,M,High School or Below,,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
2856,DI19952,Arizona,F,Bachelor,,0.0,82.0,0.0,Personal Auto,Four-Door Car,157.208336
2857,SV58690,California,M,Bachelor,,41853.0,71.0,0.0,Personal Auto,Two-Door Car,155.511553
2858,RF35142,Nevada,F,Bachelor,,23815.0,73.0,0.0,Personal Auto,Four-Door Car,424.330166
2859,CU69816,California,M,Bachelor,,22885.0,73.0,0.0,Corporate Auto,Four-Door Car,386.245297
2860,JM67025,Nevada,M,High School or Below,,32630.0,66.0,0.0,Personal Auto,Four-Door Car,202.961374
2861,OB69329,California,F,College,,18577.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
2862,GF19726,Oregon,M,High School or Below,,75952.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
2863,FH39427,Nevada,M,Bachelor,,96390.0,73.0,0.0,Corporate Auto,Two-Door Car,316.977588
2864,VM69145,California,F,College,,25680.0,73.0,0.0,Personal Auto,Two-Door Car,332.40907
2865,GN76399,Nevada,M,Bachelor,,0.0,112.0,0.0,Personal Auto,Four-Door Car,806.4
2866,IV94496,Nevada,M,High School or Below,,51504.0,220.0,0.0,Personal Auto,Luxury,2552.343856
2867,NM91640,Oregon,M,High School or Below,,0.0,74.0,3.0,Personal Auto,Four-Door Car,532.8
2868,DS46955,California,F,Master,,41456.0,73.0,0.0,Personal Auto,Four-Door Car,257.380112
2869,LU82585,Nevada,M,High School or Below,,44368.0,80.0,0.0,Personal Auto,Two-Door Car,384.0
2870,QX31376,Oregon,F,Master,,70961.0,85.0,0.0,Corporate Auto,Four-Door Car,408.0
2871,SQ36805,Oregon,F,Doctor,,21986.0,63.0,0.0,Personal Auto,Two-Door Car,333.696228
2872,UY57856,Oregon,F,College,,0.0,83.0,0.0,Corporate Auto,Four-Door Car,708.693556
2873,OG84541,Arizona,F,Master,,33514.0,105.0,0.0,Personal Auto,Luxury,265.215014
2874,NT66759,Arizona,F,College,,60230.0,98.0,0.0,Personal Auto,Four-Door Car,8.129056
2875,PR74307,California,M,High School or Below,,0.0,70.0,1.0,Corporate Auto,Four-Door Car,494.196873
2876,PW15144,Washington,M,College,,40818.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
2877,KS89479,Oregon,M,College,,37937.0,116.0,0.0,Personal Auto,SUV,556.8
2878,QA22158,Arizona,F,College,,64571.0,89.0,0.0,Corporate Auto,Four-Door Car,452.115601
2879,MK32733,California,M,Bachelor,,0.0,126.0,0.0,Corporate Auto,SUV,421.906803
2880,WL85494,California,M,College,,21988.0,209.0,0.0,Personal Auto,Luxury,1003.2
2881,RZ79717,Arizona,M,High School or Below,,0.0,95.0,0.0,Corporate Auto,Four-Door Car,684.0
2882,NS12730,Oregon,M,Bachelor,,24672.0,93.0,0.0,Personal Auto,Two-Door Car,669.6
2883,YK32760,Oregon,M,High School or Below,,0.0,74.0,1.0,Corporate Auto,Four-Door Car,355.2
2884,SS77718,California,M,Bachelor,,0.0,96.0,0.0,Personal Auto,Four-Door Car,460.8
2885,QP62600,Oregon,M,Bachelor,,72878.0,61.0,2.0,Corporate Auto,Two-Door Car,45.463345
2886,ET47892,Oregon,M,College,,88340.0,102.0,0.0,Personal Auto,Two-Door Car,489.6
2887,PS78418,Oregon,M,Bachelor,,52278.0,73.0,0.0,Personal Auto,Two-Door Car,234.997994
2888,SK32629,California,F,College,,12902.0,139.0,0.0,Personal Auto,Luxury,667.2
2889,LQ79472,Arizona,M,College,,99816.0,86.0,0.0,Corporate Auto,Two-Door Car,172.913031
2890,AI58500,Arizona,F,College,,26554.0,68.0,1.0,Personal Auto,Two-Door Car,391.687368
2891,ME47990,California,M,High School or Below,,77485.0,77.0,0.0,Corporate Auto,Four-Door Car,355.909266
2892,KU25309,Oregon,M,College,,22537.0,64.0,1.0,Corporate Auto,Four-Door Car,307.2
2893,RW66792,California,F,High School or Below,,76522.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
2894,MN32305,Oregon,F,College,,0.0,64.0,3.0,Personal Auto,Four-Door Car,602.911057
2895,XS98744,Oregon,F,Master,,22886.0,65.0,0.0,Special Auto,Four-Door Car,312.0
2896,SL19130,Oregon,M,High School or Below,,0.0,115.0,0.0,Personal Auto,Two-Door Car,552.0
2897,JG66653,Oregon,M,High School or Below,,25506.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
2898,GQ17441,Nevada,M,High School or Below,,0.0,110.0,0.0,Personal Auto,SUV,1265.387328
2899,WL67313,California,F,College,,0.0,98.0,1.0,Personal Auto,Two-Door Car,705.6
2900,LX33054,Oregon,M,High School or Below,,0.0,191.0,0.0,Personal Auto,Luxury,2042.569089
2901,HN97052,Oregon,F,College,,0.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
2902,EB12732,Oregon,F,High School or Below,,96357.0,71.0,1.0,Personal Auto,Four-Door Car,238.245103
2903,KA29693,California,M,College,,16266.0,100.0,0.0,Special Auto,SUV,1177.323534
2904,KE41602,Arizona,M,High School or Below,,76516.0,95.0,0.0,Personal Auto,Two-Door Car,661.008979
2905,QF17193,Arizona,F,College,,20484.0,61.0,0.0,Personal Auto,Four-Door Car,181.218317
2906,IQ63581,California,F,Master,,40215.0,64.0,0.0,Personal Auto,Four-Door Car,98.480884
2907,MR39613,California,M,Bachelor,,22854.0,122.0,0.0,Special Auto,Luxury,878.4
2908,RQ22171,California,F,High School or Below,,0.0,118.0,1.0,Corporate Auto,SUV,264.642948
2909,QV89791,California,F,High School or Below,,55217.0,107.0,2.0,Personal Auto,Two-Door Car,696.115596
2910,MD15300,California,M,College,,76276.0,86.0,0.0,Corporate Auto,Two-Door Car,93.309811
2911,OW33876,Washington,F,College,,47918.0,62.0,0.0,Corporate Auto,Two-Door Car,246.256648
2912,SK12752,California,F,Bachelor,,0.0,73.0,3.0,Corporate Auto,Two-Door Car,350.4
2913,BW65176,Arizona,M,College,,43499.0,80.0,0.0,Personal Auto,Four-Door Car,529.490007
2914,XV31269,Oregon,M,High School or Below,,0.0,72.0,0.0,Corporate Auto,Two-Door Car,518.4
2915,NV94455,Arizona,F,College,,0.0,71.0,3.0,Personal Auto,Two-Door Car,476.197355
2916,QA32784,Oregon,M,Bachelor,,21497.0,128.0,0.0,Personal Auto,Luxury,614.4
2917,UH41125,Arizona,M,High School or Below,,27972.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
2918,VS28690,Nevada,F,Master,,20942.0,84.0,0.0,Personal Auto,Four-Door Car,403.2
2919,SD63822,Oregon,F,Bachelor,,0.0,71.0,0.0,Corporate Auto,Four-Door Car,511.2
2920,QE50648,Washington,F,High School or Below,,74298.0,177.0,0.0,Corporate Auto,Luxury,161.537767
2921,EL77795,California,F,College,,23339.0,138.0,0.0,Corporate Auto,SUV,666.307195
2922,VK98184,Arizona,F,College,,77031.0,125.0,0.0,Personal Auto,SUV,600.0
2923,BR69566,Oregon,M,College,,31739.0,71.0,0.0,Personal Auto,Two-Door Car,469.882367
2924,AI16519,Nevada,M,High School or Below,,0.0,66.0,0.0,Personal Auto,Two-Door Car,420.39344
2925,SN67992,Washington,F,Bachelor,,25236.0,89.0,0.0,Personal Auto,Four-Door Car,427.2
2926,BE31382,Oregon,F,College,,0.0,103.0,1.0,Personal Auto,SUV,685.227276
2927,ZP49970,Oregon,M,Bachelor,,40964.0,74.0,0.0,Special Auto,Two-Door Car,355.2
2928,OA23108,Oregon,F,Doctor,,40896.0,109.0,0.0,Personal Auto,Luxury,319.294289
2929,LY90785,Oregon,M,Bachelor,,95733.0,72.0,0.0,Corporate Auto,Two-Door Car,475.423848
2930,ZR66788,California,F,High School or Below,,39161.0,71.0,3.0,Personal Auto,Four-Door Car,340.8
2931,BL12371,Arizona,M,Master,,84551.0,72.0,0.0,Personal Auto,Four-Door Car,28.92584
2932,GB68813,Nevada,F,Bachelor,,12843.0,111.0,0.0,Corporate Auto,Four-Door Car,1143.494486
2933,IG90926,Arizona,F,College,,71551.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
2934,CT86614,Arizona,M,Bachelor,,0.0,71.0,0.0,Corporate Auto,Four-Door Car,511.2
2935,BL13393,Oregon,F,High School or Below,,77835.0,74.0,1.0,Personal Auto,Four-Door Car,43.618784
2936,TU33850,Washington,F,Bachelor,,16764.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
2937,IL25109,Nevada,M,High School or Below,,39007.0,105.0,0.0,Personal Auto,Two-Door Car,1023.844984
2938,OP67672,Washington,F,Master,,20290.0,113.0,0.0,Personal Auto,SUV,766.519022
2939,NW73460,Arizona,F,High School or Below,,46182.0,65.0,0.0,Corporate Auto,Two-Door Car,2.574682
2940,LW57693,Oregon,F,College,,11920.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
2941,JD81426,Arizona,M,High School or Below,,97162.0,86.0,0.0,Personal Auto,Four-Door Car,32.715179
2942,AM99192,Arizona,M,College,,42743.0,117.0,1.0,Personal Auto,SUV,101.288057
2943,LQ31287,Oregon,F,College,,0.0,64.0,0.0,Personal Auto,Two-Door Car,40.44586
2944,ZU25563,California,F,College,,0.0,87.0,3.0,Personal Auto,Four-Door Car,420.041981
2945,RU75949,Oregon,M,College,,85789.0,105.0,2.0,Personal Auto,Luxury,122.302824
2946,DV85764,California,M,High School or Below,,0.0,82.0,0.0,Personal Auto,Four-Door Car,588.269018
2947,VU33725,Oregon,M,High School or Below,,31349.0,93.0,0.0,Corporate Auto,Four-Door Car,446.4
2948,SV43220,Oregon,M,College,,37256.0,62.0,0.0,Personal Auto,Four-Door Car,128.969729
2949,WL61717,Arizona,F,Bachelor,,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
2950,IW17510,California,F,High School or Below,,0.0,102.0,0.0,Personal Auto,Luxury,848.161322
2951,ZS35830,Oregon,F,College,,58166.0,67.0,0.0,Personal Auto,Four-Door Car,91.914969
2952,TY95197,Washington,F,College,,0.0,63.0,1.0,Personal Auto,Four-Door Car,453.6
2953,PU73501,Arizona,M,Bachelor,,97361.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
2954,FP65563,Washington,M,High School or Below,,51937.0,193.0,0.0,Personal Auto,Luxury,850.389259
2955,IC44995,Oregon,F,College,,75921.0,106.0,0.0,Personal Auto,SUV,609.680428
2956,AY55759,California,F,High School or Below,,92766.0,71.0,0.0,Personal Auto,Two-Door Car,379.029102
2957,GO94903,Oregon,F,College,,12964.0,65.0,0.0,Personal Auto,Two-Door Car,362.774545
2958,TF35512,Oregon,F,College,,48117.0,88.0,0.0,Corporate Auto,Four-Door Car,422.4
2959,HY43263,California,F,Bachelor,,0.0,77.0,0.0,Corporate Auto,Two-Door Car,554.4
2960,WP34496,Washington,M,High School or Below,,0.0,118.0,1.0,Personal Auto,SUV,966.541071
2961,QE73187,Oregon,M,High School or Below,,66152.0,111.0,0.0,Corporate Auto,SUV,532.8
2962,WL13766,Arizona,M,High School or Below,,31093.0,64.0,0.0,Personal Auto,Four-Door Car,274.956819
2963,VT44999,Arizona,F,High School or Below,,0.0,107.0,1.0,Personal Auto,SUV,513.6
2964,RZ14993,California,F,High School or Below,,0.0,166.0,0.0,Special Auto,Luxury,1195.2
2965,XI14610,California,F,College,,19121.0,95.0,0.0,Personal Auto,Four-Door Car,915.188647
2966,VE31268,Oregon,M,Bachelor,,0.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
2967,ZD13262,Oregon,F,High School or Below,,68563.0,131.0,1.0,Personal Auto,SUV,350.097052
2968,OJ58066,Nevada,M,High School or Below,,24726.0,92.0,1.0,Personal Auto,Four-Door Car,150.693773
2969,RK81706,Arizona,F,College,,0.0,97.0,0.0,Personal Auto,Four-Door Car,638.371157
2970,NI18835,California,M,Bachelor,,51991.0,73.0,0.0,Personal Auto,Four-Door Car,124.376921
2971,RA87395,California,M,Bachelor,,0.0,118.0,0.0,Personal Auto,SUV,153.176419
2972,QN13323,Oregon,M,High School or Below,,89096.0,111.0,0.0,Personal Auto,SUV,64.98293
2973,BC53363,Oregon,F,High School or Below,,23031.0,148.0,0.0,Special Auto,SUV,710.4
2974,VB26229,Arizona,M,Bachelor,,29540.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
2975,AD28535,California,F,Master,,58557.0,88.0,0.0,Personal Auto,Four-Door Car,55.510526
2976,SE50560,Oregon,M,College,,88816.0,70.0,0.0,Personal Auto,Two-Door Car,164.282841
2977,YL65673,California,F,Bachelor,,0.0,61.0,0.0,Personal Auto,Four-Door Car,439.2
2978,WK65741,California,F,High School or Below,,61809.0,72.0,0.0,Personal Auto,Two-Door Car,328.004855
2979,GZ77449,California,M,College,,58452.0,186.0,0.0,Corporate Auto,Luxury,892.8
2980,OF49789,Oregon,F,College,,57161.0,127.0,0.0,Personal Auto,Luxury,609.6
2981,YX54093,Arizona,M,College,,0.0,65.0,0.0,Personal Auto,Four-Door Car,111.872115
2982,TD19026,California,F,High School or Below,,90083.0,71.0,0.0,Personal Auto,Two-Door Car,181.689191
2983,XT67997,California,F,High School or Below,,57693.0,76.0,0.0,Personal Auto,Four-Door Car,547.2
2984,WP65749,Nevada,M,College,,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
2985,YT91759,California,M,High School or Below,,44368.0,80.0,0.0,Personal Auto,Two-Door Car,384.0
2986,YH20696,Oregon,M,College,,68727.0,72.0,0.0,Personal Auto,Four-Door Car,171.475838
2987,NS14955,Oregon,F,Master,,40564.0,97.0,0.0,Personal Auto,Four-Door Car,85.968142
2988,UH79028,Nevada,M,High School or Below,,51066.0,74.0,0.0,Personal Auto,Four-Door Car,787.993313
2989,JM89095,Oregon,M,High School or Below,,0.0,92.0,0.0,Personal Auto,Two-Door Car,640.229108
2990,NK26146,Washington,F,College,,90551.0,61.0,4.0,Corporate Auto,Four-Door Car,374.527412
2991,HE99696,Washington,F,College,,0.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
2992,HH15953,California,M,Bachelor,,21353.0,80.0,0.0,Personal Auto,Four-Door Car,576.0
2993,ZO30377,California,M,High School or Below,,0.0,102.0,0.0,Personal Auto,Four-Door Car,976.112456
2994,VZ23007,Oregon,F,College,,55350.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
2995,DF74270,Nevada,M,Bachelor,,80321.0,105.0,0.0,Corporate Auto,SUV,166.972451
2996,SE47384,California,F,Bachelor,,94230.0,137.0,0.0,Special Auto,SUV,657.6
2997,CS84396,Arizona,M,Bachelor,,53305.0,63.0,0.0,Corporate Auto,Two-Door Car,302.4
2998,OQ20827,California,M,College,,55593.0,182.0,1.0,Corporate Auto,Luxury,677.63589
2999,VU47281,Oregon,F,Bachelor,,0.0,165.0,0.0,Personal Auto,Luxury,1853.202354
3000,BN62219,Arizona,F,College,,0.0,94.0,0.0,Personal Auto,Two-Door Car,676.8
3001,TP39671,Arizona,M,Bachelor,,0.0,87.0,0.0,Personal Auto,Four-Door Car,132.492438
3002,HX33134,Arizona,M,High School or Below,,22158.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
3003,UR49989,Oregon,F,Bachelor,,81605.0,67.0,0.0,Personal Auto,Two-Door Car,424.219182
3004,VU48786,Washington,M,Master,,62219.0,69.0,0.0,Personal Auto,Two-Door Car,243.238784
3005,QM46642,California,M,Bachelor,,15587.0,71.0,0.0,Special Auto,Two-Door Car,136.033828
3006,TG60853,Nevada,F,Doctor,,0.0,84.0,1.0,Corporate Auto,Four-Door Car,481.025786
3007,CV40610,California,M,College,,0.0,116.0,0.0,Personal Auto,Two-Door Car,835.2
3008,HI98447,Oregon,M,High School or Below,,28505.0,88.0,0.0,Personal Auto,Four-Door Car,422.4
3009,QD86271,Arizona,M,High School or Below,,25918.0,104.0,0.0,Personal Auto,SUV,996.775536
3010,ZD75163,Nevada,M,High School or Below,,0.0,261.0,0.0,Corporate Auto,Luxury,2759.794354
3011,LB98130,Oregon,M,Bachelor,,34137.0,62.0,0.0,Personal Auto,Two-Door Car,297.6
3012,VZ16820,Washington,M,Bachelor,,21839.0,137.0,0.0,Personal Auto,Luxury,657.6
3013,YE24562,California,M,College,,20978.0,98.0,1.0,Personal Auto,Four-Door Car,1176.2788
3014,IH78357,Oregon,F,College,,83392.0,71.0,0.0,Personal Auto,Four-Door Car,125.961938
3015,TH96263,Nevada,F,High School or Below,,73661.0,128.0,0.0,Personal Auto,SUV,404.329477
3016,DC31768,Arizona,M,Bachelor,,49793.0,121.0,0.0,Personal Auto,SUV,640.835113
3017,YO81676,Oregon,M,Bachelor,,0.0,65.0,0.0,Corporate Auto,Two-Door Car,686.774939
3018,MQ79612,California,M,Doctor,,91890.0,107.0,0.0,Personal Auto,SUV,156.617415
3019,ZZ77357,Nevada,M,High School or Below,,0.0,65.0,0.0,Corporate Auto,Two-Door Car,468.0
3020,OE88763,California,F,Bachelor,,11885.0,101.0,0.0,Corporate Auto,Four-Door Car,484.8
3021,XP39695,Arizona,F,Bachelor,,43000.0,109.0,0.0,Personal Auto,SUV,676.808053
3022,QC28119,Oregon,M,High School or Below,,90043.0,63.0,0.0,Personal Auto,Four-Door Car,203.226649
3023,AZ29426,California,M,College,,0.0,72.0,0.0,Special Auto,Four-Door Car,345.6
3024,RI46607,California,F,Bachelor,,48567.0,130.0,0.0,Corporate Auto,SUV,624.0
3025,OJ63606,Arizona,F,High School or Below,,27510.0,159.0,3.0,Corporate Auto,SUV,871.457982
3026,TQ89058,Nevada,F,Master,,59124.0,70.0,2.0,Personal Auto,Four-Door Car,173.426207
3027,IW78492,Arizona,F,College,,0.0,119.0,3.0,Personal Auto,Luxury,856.8
3028,WE88728,Arizona,F,High School or Below,,56531.0,170.0,3.0,Corporate Auto,SUV,816.0
3029,PJ74689,Nevada,F,Bachelor,,0.0,139.0,1.0,Personal Auto,SUV,667.2
3030,ZI86917,Nevada,M,Bachelor,,45277.0,191.0,0.0,Special Auto,Luxury,916.8
3031,IJ71609,Washington,F,Bachelor,,0.0,65.0,3.0,Personal Auto,Four-Door Car,368.828511
3032,FP17993,Arizona,F,Bachelor,,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
3033,EC28398,Oregon,F,Master,,22886.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
3034,ZX85480,Washington,F,High School or Below,,66685.0,67.0,2.0,Personal Auto,Two-Door Car,38.763897
3035,JP27787,Oregon,F,College,,65775.0,72.0,0.0,Personal Auto,Four-Door Car,171.426318
3036,NH24429,Arizona,M,Doctor,,52972.0,74.0,0.0,Special Auto,Four-Door Car,355.2
3037,QU58523,Arizona,M,Master,,52979.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
3038,EZ39383,Arizona,F,Bachelor,,55436.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
3039,IR74017,Oregon,F,College,,32116.0,132.0,0.0,Personal Auto,SUV,277.351026
3040,DH68234,California,M,Master,,56070.0,74.0,0.0,Personal Auto,Two-Door Car,87.990528
3041,TZ37274,Arizona,M,High School or Below,,0.0,62.0,0.0,Personal Auto,Four-Door Car,690.548602
3042,QG67362,California,F,Bachelor,,0.0,116.0,1.0,Personal Auto,SUV,835.2
3043,TN36916,California,F,Bachelor,,93621.0,100.0,0.0,Personal Auto,SUV,59.860273
3044,FL74984,Oregon,M,Bachelor,,79192.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
3045,FV15346,Arizona,M,College,,96853.0,98.0,0.0,Personal Auto,Two-Door Car,565.504258
3046,JV12632,Washington,F,Master,,0.0,83.0,4.0,Corporate Auto,Four-Door Car,355.385287
3047,TF64196,California,F,College,,75121.0,73.0,0.0,Corporate Auto,Two-Door Car,171.226873
3048,PC27174,Oregon,F,College,,0.0,117.0,0.0,Personal Auto,Four-Door Car,842.4
3049,RL28880,Nevada,F,Bachelor,,69959.0,63.0,0.0,Personal Auto,Two-Door Car,401.838921
3050,FG46631,Oregon,F,Bachelor,,81400.0,104.0,0.0,Special Auto,Four-Door Car,499.2
3051,PB29715,California,M,High School or Below,,0.0,98.0,1.0,Corporate Auto,Two-Door Car,705.6
3052,ZV42323,California,M,Bachelor,,67523.0,72.0,0.0,Corporate Auto,Two-Door Car,345.237659
3053,YS49138,California,F,High School or Below,,62366.0,108.0,0.0,Personal Auto,Four-Door Car,51.316527
3054,XJ34057,California,M,Bachelor,,67134.0,131.0,1.0,Personal Auto,Luxury,277.448968
3055,NJ54277,California,F,College,,41479.0,94.0,1.0,Personal Auto,Two-Door Car,19.575683
3056,RL64888,California,F,College,,29697.0,66.0,4.0,Personal Auto,Four-Door Car,316.8
3057,UM28580,Oregon,F,High School or Below,,58577.0,110.0,0.0,Personal Auto,SUV,303.872752
3058,TO87218,California,F,High School or Below,,0.0,106.0,0.0,Personal Auto,Luxury,508.8
3059,YQ79307,Washington,M,Bachelor,,51144.0,61.0,1.0,Personal Auto,Two-Door Car,223.305224
3060,KZ80383,Arizona,F,High School or Below,,29587.0,76.0,0.0,Personal Auto,Four-Door Car,422.024661
3061,TS78649,Arizona,M,High School or Below,,0.0,157.0,0.0,Personal Auto,Luxury,753.6
3062,QX84389,California,M,Master,,71499.0,112.0,0.0,Corporate Auto,Luxury,537.6
3063,WC26700,California,F,Bachelor,,0.0,106.0,0.0,Corporate Auto,Four-Door Car,763.2
3064,JR26812,Nevada,M,College,,0.0,126.0,0.0,Personal Auto,SUV,907.2
3065,QD17769,Oregon,M,High School or Below,,75740.0,64.0,0.0,Corporate Auto,Two-Door Car,128.516525
3066,VA89404,California,M,Master,,53262.0,62.0,4.0,Corporate Auto,Four-Door Car,223.72051
3067,ZR41880,Nevada,F,College,,75180.0,77.0,3.0,Corporate Auto,Four-Door Car,154.907769
3068,XK49057,California,M,High School or Below,,31196.0,62.0,4.0,Corporate Auto,Two-Door Car,342.796508
3069,ZM52280,Arizona,M,Bachelor,,0.0,186.0,2.0,Personal Auto,Luxury,1441.843837
3070,UX93878,Oregon,F,Bachelor,,34505.0,106.0,0.0,Personal Auto,SUV,359.861348
3071,WY65854,Oregon,F,Bachelor,,0.0,82.0,2.0,Personal Auto,Four-Door Car,146.757086
3072,ES97823,Oregon,F,Bachelor,,0.0,97.0,0.0,Personal Auto,Four-Door Car,1154.635974
3073,CX34236,Oregon,M,College,,37937.0,116.0,0.0,Personal Auto,SUV,556.8
3074,CQ81839,Oregon,F,College,,21897.0,139.0,0.0,Personal Auto,SUV,667.2
3075,ES97399,Nevada,M,High School or Below,,55994.0,92.0,2.0,Corporate Auto,Four-Door Car,441.6
3076,GL44478,Oregon,M,High School or Below,,24067.0,132.0,0.0,Corporate Auto,Luxury,633.6
3077,ML79788,Arizona,F,College,,43630.0,99.0,0.0,Corporate Auto,Four-Door Car,475.2
3078,KZ67768,Nevada,M,College,,23811.0,130.0,0.0,Personal Auto,SUV,624.0
3079,XU67970,Washington,M,College,,0.0,62.0,0.0,Personal Auto,Two-Door Car,446.4
3080,IQ40799,Washington,M,Bachelor,,0.0,100.0,2.0,Personal Auto,SUV,648.364172
3081,BV80674,Oregon,F,Bachelor,,0.0,124.0,0.0,Personal Auto,SUV,595.2
3082,TH72397,California,M,Bachelor,,50562.0,79.0,0.0,Personal Auto,Four-Door Car,545.013504
3083,EC13382,Oregon,F,Master,,21514.0,62.0,0.0,Corporate Auto,Two-Door Car,257.248789
3084,LE30774,California,M,College,,80355.0,187.0,1.0,Corporate Auto,Luxury,897.6
3085,RA14734,Arizona,F,High School or Below,,64125.0,108.0,0.0,Personal Auto,SUV,369.818708
3086,IY31142,Oregon,M,College,,83800.0,62.0,0.0,Personal Auto,Four-Door Car,196.155575
3087,CK29372,California,F,College,,23840.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
3088,KD70601,Washington,F,College,,54834.0,72.0,0.0,Corporate Auto,Four-Door Car,186.191931
3089,QN76596,California,M,Bachelor,,80277.0,112.0,1.0,Corporate Auto,SUV,36.975673
3090,XI62151,Oregon,M,College,,88430.0,66.0,1.0,Personal Auto,Four-Door Car,316.8
3091,ZQ37702,California,F,High School or Below,,26255.0,88.0,0.0,Personal Auto,Four-Door Car,52.752601
3092,GE13332,Nevada,M,High School or Below,,0.0,95.0,0.0,Personal Auto,Four-Door Car,684.0
3093,LZ84227,Arizona,M,College,,95715.0,119.0,2.0,Personal Auto,Four-Door Car,148.98255
3094,EX97404,Oregon,F,High School or Below,,0.0,70.0,3.0,Personal Auto,Four-Door Car,336.0
3095,RQ99149,California,M,Master,,32437.0,69.0,0.0,Corporate Auto,Two-Door Car,473.361602
3096,UP57305,California,M,Bachelor,,22726.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
3097,IC82877,Arizona,M,Bachelor,,58092.0,72.0,1.0,Personal Auto,Two-Door Car,202.24202
3098,JO63956,California,M,College,,83365.0,109.0,1.0,Personal Auto,SUV,523.2
3099,MD47500,California,M,College,,12153.0,69.0,1.0,Personal Auto,Four-Door Car,438.155584
3100,OW31837,California,F,Bachelor,,74028.0,118.0,0.0,Corporate Auto,SUV,53.076203
3101,OY20177,Oregon,M,High School or Below,,52707.0,90.0,1.0,Corporate Auto,Four-Door Car,432.0
3102,LZ10377,California,M,High School or Below,,47451.0,87.0,1.0,Personal Auto,Four-Door Car,417.6
3103,UB17669,Nevada,F,Bachelor,,19864.0,63.0,0.0,Personal Auto,Four-Door Car,352.394515
3104,DP77737,Oregon,F,High School or Below,,28513.0,100.0,1.0,Personal Auto,SUV,480.0
3105,QT39597,Arizona,M,High School or Below,,26242.0,74.0,0.0,Personal Auto,Four-Door Car,347.060173
3106,MQ74051,Arizona,F,Bachelor,,55067.0,110.0,1.0,Personal Auto,SUV,353.098604
3107,MN98042,California,M,College,,62291.0,100.0,0.0,Personal Auto,Luxury,480.0
3108,XJ60303,California,F,Bachelor,,25048.0,167.0,0.0,Personal Auto,SUV,801.6
3109,GU42671,Arizona,F,Bachelor,,16654.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
3110,DK26322,Washington,M,High School or Below,,26887.0,113.0,0.0,Special Auto,SUV,542.4
3111,NT75612,Oregon,F,College,,22784.0,70.0,0.0,Personal Auto,Four-Door Car,224.904234
